movieId,tmdbId,original_title,description
117,16934.0,The Young Poisoner's Handbook,A sinister tale of genius gone wrong The Young Poisoners Handbook chronicles a young mans descent into madness against the absurd backdrop of suburban English life  Hugh OConor plays Graham Young a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder   Crime Drama en
118,10324.0,If Lucy Fell,Joe and Lucy are roommates and best friends  Lucy whose love life is embarrassingly dull convinces Joe who is infatuated with a neighbor hes never met that if they dont have stable romances within a month they must jump off the Brooklyn Bridge  A comedy for the romantically challenged  Comedy Romance en
119,78406.0,Steal Big Steal Little,Ruben and Robby are twin brothers adopted by Mona one of the wealthiest  and most eccentric  women in Santa Barbara  Ruben is devoted to Mona but Robby is more devoted to her money  So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness mayhem and even attempted murder  On Rubens side is Lou Perilli an exChicago cop and used car dealer who knows the law  and how to get around it  On Robbys side is ruthless businessman Reed Tyler who is out to turn a swift profit on Monas property  Walking a shifty line between them is Eddie Agopian the family lawyer who doesnt care which side wins as long as hes on the winners side  But whether theyre stealing big or stealing little theyre all stealing in this hilarious comedy about greed power    and brotherly love  Two brothers  One fortune  Zero chance theyll share it  Comedy en
121,32119.0,The Boys of St. Vincent,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland   Drama en
122,11066.0,Boomerang,Marcus is a successful advertising executive who woos and beds women almost at will  After a company merger he finds that his new boss the ravishing Jacqueline is treating him in exactly the same way  Completely traumatised by this his work goes badly downhill  A Player Whos About to be Played  Comedy Romance en
123,11104.0,重慶森林,Every day Cop 223 buys a can of pineapple with an expiration date of May 1 symbolizing the day hell get over his lost love  Hes also got his eye on a mysterious woman in a blond wig oblivious of the fact shes a drug dealer  Cop 663 is distraught with heartbreak over a breakup  But when his ex drops a spare set of his keys at a local cafe a waitress lets herself into his apartment and spruces up his life  What a difference a day makes Drama Mystery Romance cn
125,2074.0,Flirting with Disaster,Adopted as a child new father Mel Colpin Ben Stiller decides he cannot name his son until he knows his birth parents and determines to make a crosscountry quest to find them  Accompanied by his wife Nancy Patricia Arquette and an inept yet gorgeous adoption agent Tina Tea Leoni he departs on an epic road trip that quickly devolves into a farce of mistaken identities wrong turns and overzealous and lovestruck ATF agents Josh Brolin Richard Jenkins  A comedy about sex love family and other accidents waiting to happen  Comedy en
126,27793.0,The NeverEnding Story III,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia  Its a brand new beginning in the adventure that never ends Adventure Children Fantasy en
128,290157.0,Jupiter's Wife,"Michel Negroponte a documentary filmmaker meets Maggie one day in Central Park  Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan  Michel gets to know Maggie over the next couple of years and attempts to use her often outlandish stories as clues to reconstruct her past 
  Written by James Meek A Haunting Real Life Mystery Documentary en"
129,110972.0,Pie in the Sky,Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avantgarde dancer  The only thing that stands in the way of fate and true love is a little traffic  Comedy Romance en
132,11863.0,Jade,Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D A  takes charge of the investigation  Through a web of blackmail and prostitution involving the Governor an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case  Some fantasies go too far  Thriller en
135,9101.0,Down Periscope,Bumbling Navy lieutenant Tom Dodge has been given one last chance to clean up his record  But Admiral Graham his nemesis assigns Dodge to the Stingray a submarine that can barely keep afloat  To add insult to injury the Stingray is to be the enemy flagship in the upcoming war games … and to make matters even worse Dodges crew is a band of idiots even more incompetent that he is A rusty sub  A rebel commander  A renegade crew  When destiny called they should have hung up  Comedy en
137,5757.0,Man of the Year,Firsttime director Dirk Shafer also penned this raucous mockumentary a blend of fact and fiction that recreates his 1992 reign as Playgirl magazines Centerfold of the Year  When Shafer chooses to keep the fact that hes gay a secret from the magazines editors he finds himself living the ultimate lie  and incapable of giving female readers what they really want  Will he succumb to his lovers pressures to come out of the closet He as a centerfold who revealed everything     but the truth  Documentary en
